ID admis;Název projektu;druh stavby;podkategorie;dopravní zatížení;spolufinancování;dopravní význam;technický stav;stavební stav;životní prostředí;regionální význam;jediná přístupová cesta;stav přípravy;hromadná doprava;nehodová lokalita;Výsledné hodnocení;Hodnocení s korekcí;Předpokládané náklady KSÚS (s DPH);Předpokládaný zdroj spolufinancování;Poznámky;29 258 546 445.85;Prosím opravit a zapsat do sloupce R (starý předpokládaný zdroj spolufinancování);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2424 Zdiby;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;6;1;4;0;8;10;2;28.4;44.4;7 324 110.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2438 Hovorčovice;oprava a rekonstrukce;Souvislá údržba;5;0;5;6;6;10;10;0;10;10;4;43.1;67.3;7 898 103.18;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24417 Lhota;oprava a rekonstrukce;Souvislá údržba;2;0;5;10;10;0;4;0;10;10;2;39.8;62.2;7 095 887.70;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24419  Sudovo Hlavno - Dřísy;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;6;1;4;0;10;10;2;30.4;47.5;10 788 180.92;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24422 Přívory - II/331;oprava a rekonstrukce;Souvislá údržba;2;0;6;10;10;0;4;0;10;10;2;40;62.5;7 886 446.77;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24424 Konětopy;oprava a rekonstrukce;Souvislá údržba;2;0;6;10;10;0;4;0;10;10;2;40;62.5;2 167 922.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;III/24427 Byšice, most ev.č. 24427 - 2 přes potok za obcí Byšice ;mostní objekty a propustky;Most;3;10;6;10;10;10;10;0;8;10;0;39.1;81.5;6 957 500.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;III/2444 a III/0105a Přezletice, průtah I etapa;oprava a rekonstrukce;Rekonstrukce;5;10;5;6;10;1;7;0;5;10;2;41.9;65.5;95 456 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2444 a III/0105a Přezletice, průtah II etapa;oprava a rekonstrukce;Rekonstrukce;5;10;5;6;10;1;7;0;5;10;2;41.9;65.5;31 744 000.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2444 a III/105a Přezletice, průtah III etapa;oprava a rekonstrukce;Rekonstrukce;5;10;5;6;10;1;7;0;5;10;2;41.9;65.5;48 400 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2445 Veliký Brázdim;oprava a rekonstrukce;Souvislá údržba;3;0;5;6;6;10;4;0;10;10;2;35.3;55.2;13 746 830.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2447 Nová Ves - Jiřice;oprava a rekonstrukce;Souvislá údržba;2;0;6;10;10;0;4;0;8;10;2;38;59.4;10 074 849.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2449 Polerady;oprava a rekonstrukce;Souvislá údržba;1;0;5;6;6;1;4;0;10;10;2;32.1;50.2;7 926 339.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;III/2451 Stará Boleslav, most ev.č.2451-1;mostní objekty a propustky;Most;2;10;5;6;6;0;4;0;5;0;0;21.3;44.4;49 760 000.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2451 Stará Boleslav, ulice Okružní;oprava a rekonstrukce;Souvislá údržba;4;0;6;10;10;10;10;10;2;10;4;44.8;70.0;6 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24510 Mochov ;oprava a rekonstrukce;Souvislá údržba;3;0;5;3;10;1;2;0;10;10;10;34.7;54.2;15 688 218.70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;III/24513 Rostoklaty, most ev.č. 24513-1 přes trať;mostní objekty a propustky;Most;2;0;5;6;6;0;7;10;5;10;0;29.3;61.0;54 269 000.00;;probíhá úprava rozpočtu, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2457 Mochov -  Císařská Kuchyně ;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;10;1;2;0;10;10;2;32.4;50.6;11 878 476.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2458 Vyšehořovice;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;6;1;2;0;10;10;4;28.8;45.0;17 270 042.14;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24623 Ledčice, průtah;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;3;10;7;0;10;10;2;31.5;49.2;6 645 887.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24628 Spomyšl - Jeviněves;oprava a rekonstrukce;Souvislá údržba;2;0;6;10;10;0;4;0;10;10;2;40;62.5;8 612 354.56;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24637 Vliněves;oprava a rekonstrukce;Souvislá údržba;4;0;7;10;10;0;4;0;10;10;2;41.6;65.0;1 453 281.09;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/25919 Kovanec - Horní Cetno;oprava a rekonstrukce;Souvislá údržba;1;0;5;6;6;1;7;0;10;10;2;35.1;54.8;7 908 266.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/25919 Skalsko - Kovanec;oprava a rekonstrukce;Souvislá údržba;2;0;5;10;10;1;7;0;10;10;2;43;67.2;5 553 439.99;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/25928 Kadlín II;oprava a rekonstrukce;Souvislá údržba;3;0;5;6;10;10;4;0;10;10;2;39.3;61.4;7 955 545.03;;;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/25928 Stránka;oprava a rekonstrukce;Souvislá údržba;3;0;5;6;10;10;4;0;10;10;2;39.3;61.4;9 894 188.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/26817 Strážiště – hranice kraje;oprava a rekonstrukce;Souvislá údržba;2;0;5;6;6;10;4;10;10;10;2;37.6;58.8;19 088 485.05;;připraveno k soutěži a realizaci 2023;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/26823 Klášter nad Jizerou - Rečkov;oprava a rekonstrukce;Souvislá údržba;1;0;5;6;6;1;4;0;10;10;2;32.1;50.2;18 557 657.88;;;;SFDI NZ 2022 - tendrovat, rezerva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/26827 Rokytá;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;6;10;4;10;10;10;2;34.5;53.9;8 805 463.73;;Předpoklad SFDI nebo IROP dle možností v době dokončení;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/26828 Dolní Krupá - Bělá pod Bezdězem;oprava a rekonstrukce;Souvislá údržba;3;0;4;10;10;10;7;0;10;0;2;40.3;63.0;30 878 979.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2683 Malobratřice - Kamenice;oprava a rekonstrukce;Souvislá údržba;2;0;5;6;6;10;7;0;10;10;2;37.6;58.8;8 742 743.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27213 Benátky nad Jizerou - Dražice;oprava a rekonstrukce;Souvislá údržba;2;0;5;6;6;10;4;0;10;10;2;34.6;54.1;8 514 595.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27216 Sušno;oprava a rekonstrukce;Souvislá údržba;2;0;6;10;10;0;4;0;10;10;2;40;62.5;4 657 504.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2722 Semice, rekonstrukce;oprava a rekonstrukce;Rekonstrukce;3;0;5;10;10;10;10;10;8;10;0;49.1;76.7;70 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27221 Jizerní Vtelno, úprava křižovatky;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;0;5;10;6;0;2;0;5;0;2;30.3;42.7;6 000 000.00;;Realizace je možná až v roce 2023;;SFDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27229 Rokytovec - Vinec;oprava a rekonstrukce;Souvislá údržba;2;0;5;6;10;10;4;10;10;10;4;42;65.6;10 667 241.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2731 Hostín - Liblice;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;10;0;2;0;10;0;2;26.5;41.4;15 787 719.42;;"připraveno k soutěži a realizaci 2023; návrh do plánu investic KÚ 2023";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2734  II/273 - Střednice;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;6;1;4;0;10;10;2;30.4;47.5;8 996 260.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2742 Mělnické Vtelno - Zamachy;oprava a rekonstrukce;Souvislá údržba;3;0;5;6;10;10;4;0;10;0;2;34.3;53.6;18 431 253.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2751 Nemyslovice, II. etapa;oprava a rekonstrukce;Souvislá údržba;4;0;6;10;10;0;4;10;10;10;2;44.4;69.4;4 982 717.56;KÚ – zásobník investic kap. 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;III/27513 Mladá Boleslav, most ev.č. 27513-1a přes dálnici D10 u Mladé Boleslavi;mostní objekty a propustky;Most;3;10;5;6;6;0;4;0;5;10;0;25.4;52.9;48 000 000.00;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27515 Semčice - Holé Vrchy;oprava a rekonstrukce;Souvislá údržba;3;0;6;10;10;10;10;0;10;10;4;49.1;76.7;12 439 247.70;; SFDI – NZ – národní zdroje, časté stížnosti, PRIORITA, připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2752 Kostelní Hlavno - Hlavenec;oprava a rekonstrukce;Souvislá údržba;5;0;7;6;6;1;10;0;10;10;4;41.7;65.2;9 786 846.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27522 Rožďalovice, Tyršova ul.;oprava a rekonstrukce;Rekonstrukce;2;10;7;6;6;10;7;0;10;10;0;42.6;66.6;5 864 489.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27524 Nové Zámky oprava propustku a komunikace;oprava a rekonstrukce;Rekonstrukce;1;0;7;6;10;10;10;0;10;10;0;43.9;68.6;7 725 366.71;;Dokončena studie, připravuje město;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2753 Horky nad Jizerou - Hrušov;oprava a rekonstrukce;Souvislá údržba;2;0;5;10;10;0;7;0;10;10;2;42.8;66.9;4 952 656.32;SFDI – NZ – národní zdroje;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2771 Mohelnice nad Jizerou - Neveklovice;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;3;10;4;0;10;0;2;23.5;36.7;10 799 025.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2773 Podhora - Rostkov;oprava a rekonstrukce;Souvislá údržba;1;0;5;6;6;10;4;10;10;10;4;37.3;58.3;9 880 729.14;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;III/27922 Loukov, most ev.č. 27922-1a přes D10 u obce Loukov;mostní objekty a propustky;Most;3;10;5;6;10;0;4;0;5;10;0;29.4;61.3;37 000 000.00;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27937 Dolní Bousov - Vlčí Pole;oprava a rekonstrukce;Souvislá údržba;2;0;3;10;10;10;10;10;10;10;7;51.4;80.3;21 743 685.48;;Předpokládaný termmín realizace 04/2023-10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/27940 Domousnice - Bačálka;oprava a rekonstrukce;Souvislá údržba;2;0;5;6;10;10;7;10;10;10;4;45;70.3;16 828 554.16;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2802 Březno rekonstrukce silnice - chodník ve směru na Novou Telib;oprava a rekonstrukce;Rekonstrukce;4;10;10;10;6;1;10;0;10;10;7;50.4;78.8;21 165 979.91;SFDI – NZ – národní zdroje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3222 Konárovice - Jelen;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;6;10;4;0;8;10;0;29.8;46.6;9 236 945.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3245 MK ul. Dymokurská, OK;oprava a rekonstrukce;Rekonstrukce;3;10;7;10;6;10;7;0;5;10;4;42.3;66.1;5 000 000.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3271 Starý Kolín, most ev.č. 3271-2;mostní objekty a propustky;Most;3;10;9;10;6;10;10;0;10;10;0;38;79.2;4 300 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/32827 Chotěšice, propustek;oprava a rekonstrukce;Rekonstrukce;3;10;6;10;10;10;4;0;5;10;0;42.3;66.1;7 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3284 Kolín, Sendražice - propustek;oprava a rekonstrukce;Rekonstrukce;2;10;4;10;6;10;4;10;5;10;0;40.2;62.8;7 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3294 Velim;oprava a rekonstrukce;Rekonstrukce;3;10;7;10;6;10;7;0;10;10;4;47.3;73.9;35 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3306 Hořany - x III/3305;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;6;10;2;0;8;10;0;27.1;42.3;5 223 691.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3316 Milovice - Stratov;oprava a rekonstrukce;Souvislá údržba;3;0;7;10;10;1;7;0;10;0;2;39.1;61.1;15 574 834.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3319 Kostomlaty nad Labem, ul. Doubravská - zklidnění dopravy;oprava a rekonstrukce;Rekonstrukce;2;10;5;6;6;10;4;10;10;10;0;42.2;65.9;16 284 426.69;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3321 Milovice (ul. Družstevní), rekonstrukce komunikace;oprava a rekonstrukce;Rekonstrukce;3;0;5;10;6;10;10;0;2;0;2;31.5;49.2;50 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/33310 Zeleneč;oprava a rekonstrukce;Souvislá údržba;4;0;7;10;10;10;10;0;10;10;2;49.6;77.5;8 104 362.20;; SFDI – NZ – národní zdroje, zařazeno několik let, časté stížnosti, PRIORITA, připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/33355 Kutná Hora, ul. Gruntecká;oprava a rekonstrukce;Rekonstrukce;3;10;6;6;6;10;7;0;10;10;4;43.9;68.6;67 196 795.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/33420 Molitorov, most ev.č.33420-1;mostní objekty a propustky;Most;2;0;5;6;6;0;4;0;8;10;0;24.3;50.6;7 511 342.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/33420 Oleška - Nučice;oprava a rekonstrukce;Souvislá údržba;3;0;5;3;6;10;7;0;8;10;0;33.5;52.3;13 125 259.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3366 Jiřice - Řendějov;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;6;10;2;10;8;10;0;30.1;47.0;8 500 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/33721 Močovice;oprava a rekonstrukce;Rekonstrukce;2;10;5;6;10;10;4;0;10;10;0;43.2;67.5;30 911 582.53;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/33838 Paběnice - kř. II/339;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;6;10;4;0;8;10;0;29.1;45.5;4 719 729.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/3392 Zhoř - Vickovice;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;6;10;4;0;8;10;0;29.8;46.6;9 171 092.09;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;III/3399 a III/33914 Vlastějovice - Pavlovice;oprava a rekonstrukce;Rekonstrukce;3;0;5;3;6;1;4;0;10;10;2;31.1;48.6;115 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/6002 Ořech;oprava a rekonstrukce;Souvislá údržba;3;0;5;3;3;0;4;0;8;0;2;20.9;32.7;2 330 392.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/6031 Senohraby, průtah  (etapa 2);oprava a rekonstrukce;Rekonstrukce;3;10;5;3;3;10;2;0;5;10;0;27.5;43.0;10 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/6031 Senohraby, průtah (etapa 1);oprava a rekonstrukce;Rekonstrukce;3;10;5;3;3;10;2;0;5;10;0;27.5;43.0;10 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/6031 Senohraby, průtah (havárie opěrné zdi);řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);Rekonstrukce;1;10;7;10;10;10;4;0;10;10;4;51.5;72.5;6 837 964.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/6111 Jirny, most ev.č. 6111-1;mostní objekty a propustky;Most;6;0;7;6;6;0;10;0;5;10;0;28.3;59.0;70 000 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III-00315,III-10113 Radlík-Kostelec u Křížků - I. Etapa;oprava a rekonstrukce;Souvislá údržba;3;10;5;6;6;1;7;0;10;10;7;42.5;66.4;61 185 500.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III-00315,III-10113 Radlík-Kostelec u Křížků - II. etapa;oprava a rekonstrukce;Rekonstrukce;3;10;5;6;6;0;7;0;8;10;2;39.3;61.4;46 217 234.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;III00710 Lichoceves, havarijní stav komunikace;oprava a rekonstrukce;Rekonstrukce;2;10;4;10;10;10;2;0;2;10;2;36.6;57.2;60 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III-10528 Pořešice;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;2;0;10;10;7;40.1;62.7;4 509 452.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III1063  kř. II106 Krňany -  kř. Nedvězí;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;7;42.1;65.8;20 923 985.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;III-11515 Dolní Roblín, nestabilní sklaní masiv-PD;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;1;10;5;6;6;10;7;0;10;0;4;45.1;63.5;4 875 100.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
